# mark component_1_count component_2_count component_3_count total_fit_count data_count
2.3000000000e+02 8.6732653544e+00 3.3036991586e+03 8.3093793188e+02 4.1433103558e+03 4.4770000000e+03
2.3100000000e+02 7.9187033852e+00 3.2916977368e+03 9.1421482757e+02 4.2138312677e+03 3.7290000000e+03
2.3200000000e+02 7.2253017677e+00 3.2784792443e+03 9.6297938016e+02 4.2486839262e+03 3.6690000000e+03
2.3300000000e+02 6.5879341737e+00 3.2336130126e+03 7.2708575687e+02 3.9672867037e+03 3.7000000000e+03
2.3400000000e+02 6.0037536167e+00 3.2211474789e+03 8.5321516273e+02 4.0803663953e+03 3.6520000000e+03
2.3500000000e+02 5.4685385972e+00 3.2130612007e+03 9.3686643638e+02 4.1553961756e+03 4.3380000000e+03
2.3600000000e+02 4.9775452884e+00 3.1987901927e+03 9.8562330225e+02 4.1893910402e+03 3.5670000000e+03
2.3700000000e+02 4.5274537733e+00 3.1534665326e+03 7.4828889339e+02 3.9062828798e+03 3.4820000000e+03
2.3800000000e+02 4.1159350879e+00 3.1399822012e+03 8.7564197378e+02 4.0197401101e+03 3.5640000000e+03
2.3900000000e+02 3.7394667038e+00 3.1252262943e+03 9.5961623769e+02 4.0885819987e+03 3.5280000000e+03
2.4000000000e+02 3.3958490437e+00 3.1154640436e+03 1.0083351817e+03 4.1271950744e+03 4.1620000000e+03
2.4100000000e+02 3.0812886407e+00 3.0698071143e+03 7.6969456951e+02 3.8425829724e+03 3.6550000000e+03
2.4200000000e+02 2.7943947050e+00 3.0553894979e+03 8.9819912217e+02 3.9563830147e+03 3.5750000000e+03
2.4300000000e+02 2.5326175893e+00 3.0397435404e+03 9.8244430904e+02 4.0247204670e+03 3.5330000000e+03
2.4400000000e+02 2.2939132899e+00 3.0229246825e+03 1.0310949993e+03 4.0563135950e+03 3.5070000000e+03
2.4500000000e+02 2.0767505293e+00 2.9830199372e+03 7.9128510938e+02 3.7763817971e+03 4.0590000000e+03
2.4600000000e+02 1.8787999734e+00 2.9677568659e+03 9.2086666545e+02 3.8905023313e+03 3.5060000000e+03
2.4700000000e+02 1.6986466274e+00 2.9513103574e+03 1.0053301193e+03 3.9583391233e+03 3.4620000000e+03
2.4800000000e+02 1.5347958181e+00 2.9337363009e+03 1.0538821726e+03 3.9891532693e+03 3.4520000000e+03
2.4900000000e+02 1.3857807195e+00 2.8870366062e+03 8.1304203632e+02 3.7014644232e+03 3.2840000000e+03
2.5000000000e+02 1.2509699691e+00 2.8774775841e+03 9.4362398466e+02 3.8223525387e+03 4.1170000000e+03
2.5100000000e+02 1.1282618370e+00 2.8603213830e+03 1.0282525535e+03 3.8897021984e+03 3.5080000000e+03
2.5200000000e+02 1.0169450236e+00 2.8420842039e+03 1.0766755818e+03 3.9197767307e+03 3.3970000000e+03
2.5300000000e+02 9.1597396387e-01 2.7954557085e+03 8.3494609143e+02 3.6313177739e+03 3.3760000000e+03
2.5400000000e+02 8.2455404628e-01 2.7779798723e+03 9.6644980987e+02 3.7452542362e+03 3.3810000000e+03
2.5500000000e+02 7.4214735772e-01 2.7671733975e+03 1.0511899395e+03 3.8191054844e+03 3.9050000000e+03
2.5600000000e+02 6.6729448454e-01 2.7483655791e+03 1.0994535958e+03 3.8484864694e+03 3.3420000000e+03
2.5700000000e+02 5.9957627726e-01 2.7019279746e+03 8.5697725481e+02 3.5595048057e+03 3.3020000000e+03
2.5800000000e+02 5.3841568420e-01 2.6839147409e+03 9.8932224793e+02 3.6737754045e+03 3.3400000000e+03
2.5900000000e+02 4.8317337885e-01 2.6647821349e+03 1.0741200772e+03 3.7393853855e+03 3.2550000000e+03
2.6000000000e+02 4.3362140512e-01 2.6529762096e+03 1.1221941019e+03 3.7756039329e+03 3.7190000000e+03
2.6100000000e+02 3.8866762717e-01 2.6068460116e+03 8.7911476954e+02 3.4863494487e+03 3.3280000000e+03
2.6200000000e+02 3.4816775616e-01 2.5883852132e+03 1.0122188126e+03 3.6009521935e+03 3.2230000000e+03
2.6300000000e+02 3.1168030220e-01 2.5688579717e+03 1.0970202687e+03 3.6661899207e+03 3.2330000000e+03
2.6400000000e+02 2.7882722733e-01 2.5483150597e+03 1.1448745357e+03 3.6934684226e+03 3.2910000000e+03
2.6500000000e+02 2.4950819863e-01 2.5105975392e+03 9.0133716819e+02 3.4121842156e+03 3.7490000000e+03
2.6600000000e+02 2.2296235339e-01 2.4917778987e+03 1.0351164565e+03 3.5271173175e+03 3.2940000000e+03
2.6700000000e+02 1.9910738005e-01 2.4719450035e+03 1.1198673517e+03 3.5920114626e+03 3.1720000000e+03
2.6800000000e+02 1.7768314037e-01 2.4511494974e+03 1.1674719146e+03 3.6187990952e+03 3.0470000000e+03
2.6900000000e+02 1.5844704304e-01 2.4050628763e+03 9.2362230208e+02 3.3288436254e+03 3.2080000000e+03
2.7000000000e+02 1.4139906551e-01 2.3944713556e+03 1.0579916062e+03 3.4526043608e+03 3.6650000000e+03
2.7100000000e+02 1.2596121073e-01 2.3744198336e+03 1.1426377337e+03 3.5171835284e+03 3.2540000000e+03
2.7200000000e+02 1.1213160690e-01 2.3534585920e+03 1.1899628715e+03 3.5435335952e+03 3.1200000000e+03
2.7300000000e+02 9.9746405347e-02 2.3080511926e+03 9.4594737310e+02 3.2540983122e+03 3.0970000000e+03
2.7400000000e+02 8.8668272198e-02 2.2878367985e+03 1.0808201980e+03 3.3687456647e+03 3.2300000000e+03
2.7500000000e+02 7.8914638844e-02 2.2766480920e+03 1.1653074286e+03 3.4420344353e+03 3.6100000000e+03
2.7600000000e+02 7.0077793434e-02 2.2556052411e+03 1.2123236914e+03 3.4679990103e+03 3.1460000000e+03
2.7700000000e+02 6.2184175193e-02 2.2109731268e+03 9.6828896811e+02 3.1793242791e+03 3.0520000000e+03
2.7800000000e+02 5.5141161571e-02 2.1907055340e+03 1.1035777171e+03 3.2943383923e+03 2.9980000000e+03
2.7900000000e+02 4.8858193161e-02 2.1695041176e+03 1.1878520951e+03 3.3574050709e+03 2.9790000000e+03
2.8000000000e+02 4.3371364883e-02 2.1579387292e+03 1.2345303491e+03 3.3925124496e+03 3.4160000000e+03
2.8100000000e+02 3.8391202964e-02 2.1141716576e+03 9.9062309584e+02 3.1048331447e+03 2.9970000000e+03
2.8200000000e+02 3.3958748833e-02 2.0939283568e+03 1.1262392382e+03 3.2202015538e+03 2.9730000000e+03
2.8300000000e+02 3.0014623588e-02 2.0728077298e+03 1.2102470766e+03 3.2830848210e+03 2.9420000000e+03
2.8400000000e+02 2.6506942351e-02 2.0508546172e+03 1.2565585487e+03 3.3074396728e+03 3.0540000000e+03
2.8500000000e+02 2.3472128301e-02 2.0179738444e+03 1.0129252262e+03 3.0309225427e+03 3.5040000000e+03
2.8600000000e+02 2.0710719235e-02 1.9978286031e+03 1.1487794676e+03 3.1466287815e+03 3.0310000000e+03
2.8700000000e+02 1.8259745533e-02 1.9768614612e+03 1.2324674423e+03 3.2093471633e+03 2.8540000000e+03
2.8800000000e+02 1.6085498270e-02 1.9551166364e+03 1.2783837647e+03 3.2335164866e+03 2.8510000000e+03
2.8900000000e+02 1.4157456293e-02 1.9123176326e+03 1.0351703321e+03 2.9475021222e+03 2.9440000000e+03
2.9000000000e+02 1.2508522526e-02 1.9027117185e+03 1.1711727881e+03 3.0738970151e+03 3.3510000000e+03
2.9100000000e+02 1.1000752426e-02 1.8819664899e+03 1.2544880313e+03 3.1364655220e+03 2.9300000000e+03
2.9200000000e+02 9.6665946921e-03 1.8604969796e+03 1.2999812846e+03 3.1604879308e+03 2.8800000000e+03
2.9300000000e+02 8.4865285550e-03 1.8188523715e+03 1.0573329335e+03 2.8761937915e+03 2.8390000000e+03
2.9400000000e+02 7.4437003499e-03 1.7980909682e+03 1.1933933044e+03 2.9914917163e+03 2.6710000000e+03
2.9500000000e+02 6.5631966585e-03 1.7884044813e+03 1.2762834963e+03 3.0646945408e+03 3.3040000000e+03
2.9600000000e+02 5.7527570237e-03 1.7672726004e+03 1.3213262527e+03 3.0886046058e+03 2.7590000000e+03
2.9700000000e+02 5.0377457950e-03 1.7268415365e+03 1.0793871431e+03 2.8062337174e+03 2.9420000000e+03
2.9800000000e+02 4.4074748845e-03 1.7064382369e+03 1.2154148915e+03 2.9218575358e+03 2.8290000000e+03
2.9900000000e+02 3.8521004467e-03 1.6852992925e+03 1.2978283500e+03 2.9831314945e+03 2.8260000000e+03
3.0000000000e+02 3.3903261683e-03 1.6756996754e+03 1.3423937150e+03 3.0180967807e+03 3.2040000000e+03
3.0100000000e+02 2.9614408453e-03 1.6365336641e+03 1.1013067156e+03 2.7378433411e+03 2.8620000000e+03
3.0200000000e+02 2.5843358496e-03 1.6165419515e+03 1.2372112431e+03 2.8537557789e+03 2.6790000000e+03
3.0300000000e+02 2.2528896752e-03 1.5958688764e+03 1.3190970121e+03 2.9149681413e+03 2.7410000000e+03
3.0400000000e+02 1.9617477055e-03 1.5745531243e+03 1.3631586661e+03 2.9377137521e+03 2.7940000000e+03
3.0500000000e+02 1.7239703886e-03 1.5481557164e+03 1.1230650970e+03 2.6712225375e+03 3.1940000000e+03
3.0600000000e+02 1.5006015364e-03 1.5286240721e+03 1.2587559227e+03 2.7873814954e+03 2.7800000000e+03
3.0700000000e+02 1.3047780274e-03 1.5084632633e+03 1.3400638577e+03 2.8485284258e+03 2.7460000000e+03
3.0800000000e+02 1.1332077876e-03 1.4877109578e+03 1.3835960961e+03 2.8713081872e+03 2.5770000000e+03
3.0900000000e+02 9.8296998184e-04 1.4501765354e+03 1.1446354772e+03 2.5948129956e+03 2.8200000000e+03
3.1000000000e+02 8.6285596633e-04 1.4428844329e+03 1.2800224149e+03 2.7229077106e+03 3.0080000000e+03
3.1100000000e+02 7.4831902072e-04 1.4232771141e+03 1.3607032669e+03 2.7839811293e+03 2.7920000000e+03
3.1200000000e+02 6.4822531296e-04 1.4031272075e+03 1.4036810394e+03 2.8068088951e+03 2.6640000000e+03
3.1300000000e+02 5.6080441257e-04 1.3670372986e+03 1.1659908435e+03 2.5330287029e+03 2.5980000000e+03
3.1400000000e+02 4.8452045377e-04 1.3475379539e+03 1.3009841787e+03 2.6485226171e+03 2.6400000000e+03
3.1500000000e+02 4.2500045339e-04 1.3404827480e+03 1.3809896747e+03 2.7214728476e+03 2.8860000000e+03
3.1600000000e+02 3.6719044530e-04 1.3209689491e+03 1.4233886233e+03 2.7443579396e+03 2.6500000000e+03
3.1700000000e+02 3.1683095764e-04 1.2863416489e+03 1.1871040362e+03 2.4734460020e+03 2.6450000000e+03
3.1800000000e+02 2.7300128533e-04 1.2674893456e+03 1.3216147008e+03 2.5891043194e+03 2.6200000000e+03
3.1900000000e+02 2.3488080188e-04 1.2480940623e+03 1.4008976219e+03 2.6489919191e+03 2.6600000000e+03
3.2000000000e+02 2.0597029302e-04 1.2413810197e+03 1.4426941184e+03 2.6840753441e+03 3.0190000000e+03
3.2100000000e+02 1.7725055130e-04 1.2082272820e+03 1.2079478050e+03 2.4161752643e+03 2.6910000000e+03
3.2200000000e+02 1.5231993213e-04 1.1900467304e+03 1.3418875510e+03 2.5319344337e+03 2.5460000000e+03
3.2300000000e+02 1.3069422391e-04 1.1713706761e+03 1.4204018074e+03 2.5917726142e+03 2.5900000000e+03
3.2400000000e+02 1.1195233095e-04 1.1522320017e+03 1.4615729889e+03 2.6138051026e+03 2.5270000000e+03
3.2500000000e+02 9.8195168264e-05 1.1328102124e+03 1.2284948673e+03 2.3613051779e+03 2.8810000000e+03
3.2600000000e+02 8.4156349265e-05 1.1153212351e+03 1.3617764365e+03 2.4770977557e+03 2.5330000000e+03
3.2700000000e+02 7.2010957133e-05 1.0973815947e+03 1.4394771397e+03 2.5368588064e+03 2.3670000000e+03
3.2800000000e+02 6.1513528332e-05 1.0790228663e+03 1.4800009433e+03 2.5590238711e+03 2.4860000000e+03
3.2900000000e+02 5.2449486233e-05 1.0478698388e+03 1.2487179670e+03 2.2965878583e+03 2.4630000000e+03
3.3000000000e+02 4.6041953759e-05 1.0434029573e+03 1.3812552586e+03 2.4246582620e+03 2.8060000000e+03
3.3100000000e+02 3.9289146006e-05 1.0262121870e+03 1.4580987898e+03 2.4843110161e+03 2.5210000000e+03
3.3200000000e+02 3.3468383085e-05 1.0086431885e+03 1.4979539857e+03 2.5065972076e+03 2.4960000000e+03
3.3300000000e+02 2.8456249782e-05 9.7903008364e+02 1.2685899344e+03 2.2476200465e+03 2.4620000000e+03
3.3400000000e+02 2.4146050842e-05 9.6204297246e+02 1.4002981685e+03 2.3623411651e+03 2.4620000000e+03
3.3500000000e+02 2.1226426292e-05 9.5792767952e+02 1.4762422437e+03 2.4341699445e+03 2.7720000000e+03
3.3600000000e+02 1.8031165342e-05 9.4115370107e+02 1.5154084669e+03 2.4565621860e+03 2.4740000000e+03
3.3700000000e+02 1.5287392316e-05 9.1306197224e+02 1.2880837468e+03 2.2011457343e+03 2.4770000000e+03
3.3800000000e+02 1.2934473732e-05 8.9687112192e+02 1.4188796236e+03 2.3157507584e+03 2.3100000000e+03
3.3900000000e+02 1.0919414592e-05 8.8031001773e+02 1.4938833553e+03 2.3741933840e+03 2.3160000000e+03
3.4000000000e+02 9.6191385659e-06 8.7659608217e+02 1.5323411358e+03 2.4089372276e+03 2.7180000000e+03
3.4100000000e+02 8.1321755748e-06 8.5000190452e+02 1.3071725898e+03 2.1571745025e+03 2.3450000000e+03
3.4200000000e+02 6.8606150793e-06 8.3460515107e+02 1.4369744439e+03 2.2715796018e+03 2.3610000000e+03
3.4300000000e+02 5.7747636408e-06 8.1887594524e+02 1.5109983989e+03 2.3298743499e+03 2.4010000000e+03
3.4400000000e+02 4.8489823234e-06 8.0284181337e+02 1.5487291904e+03 2.3515710087e+03 2.3490000000e+03
3.4500000000e+02 4.2834718393e-06 7.8986865108e+02 1.3258299185e+03 2.1156985739e+03 2.6970000000e+03
3.4600000000e+02 3.6031899234e-06 7.7526011585e+02 1.4545578682e+03 2.2298179876e+03 2.3730000000e+03
3.4700000000e+02 3.0239363115e-06 7.6035421886e+02 1.5275641218e+03 2.2879183436e+03 2.4570000000e+03
3.4800000000e+02 2.5315243139e-06 7.4517700820e+02 1.5645503288e+03 2.3097273396e+03 2.3550000000e+03
3.4900000000e+02 2.1136895910e-06 7.2067977743e+02 1.3440295192e+03 2.0647092987e+03 2.2950000000e+03
3.5000000000e+02 1.8737826715e-06 7.1883480904e+02 1.4716056100e+03 2.1904404209e+03 2.6400000000e+03
3.5100000000e+02 1.5678796769e-06 7.0474028531e+02 1.5435577959e+03 2.2482980828e+03 2.3380000000e+03
3.5200000000e+02 1.3086056826e-06 6.9040544437e+02 1.5797827991e+03 2.2701882448e+03 2.3590000000e+03
3.5300000000e+02 1.0892632389e-06 6.6737575826e+02 1.3617455708e+03 2.0291213301e+03 2.3320000000e+03
3.5400000000e+02 9.0409797139e-07 6.5354899482e+02 1.4880939128e+03 2.1416429085e+03 2.3270000000e+03
3.5500000000e+02 8.0491971642e-07 6.5201479250e+02 1.5589572697e+03 2.2109720630e+03 2.5930000000e+03
3.5600000000e+02 6.6977469523e-07 6.3850482923e+02 1.5944054491e+03 2.2329102790e+03 2.3650000000e+03
3.5700000000e+02 5.5579044063e-07 6.1689777424e+02 1.3789527060e+03 1.9958504807e+03 2.2110000000e+03
3.5800000000e+02 4.5986403460e-07 6.0388855913e+02 1.5039996047e+03 2.1078881643e+03 2.2100000000e+03
3.5900000000e+02 3.7932063824e-07 5.9065184010e+02 1.5737410186e+03 2.1643928591e+03 2.2140000000e+03
3.6000000000e+02 3.3942195506e-07 5.8943960028e+02 1.6083977754e+03 2.1978373760e+03 2.5740000000e+03
3.6100000000e+02 2.8078499035e-07 5.6920747838e+02 1.3956260720e+03 1.9648335506e+03 2.2200000000e+03
3.6200000000e+02 2.3159078562e-07 5.5699343684e+02 1.5193001525e+03 2.0762935896e+03 2.2300000000e+03
3.6300000000e+02 1.9041661354e-07 5.4457903003e+02 1.5878881946e+03 2.1324672248e+03 2.2290000000e+03
3.6400000000e+02 1.5604484541e-07 5.3198672303e+02 1.6217399712e+03 2.1537266944e+03 2.1560000000e+03
3.6500000000e+02 1.4044920669e-07 5.2425495965e+02 1.4117413906e+03 1.9359963503e+03 2.5410000000e+03
3.6600000000e+02 1.1547526610e-07 5.1281169010e+02 1.5339737141e+03 2.0467854043e+03 2.1790000000e+03
3.6700000000e+02 9.4639476850e-08 5.0119280508e+02 1.6013786751e+03 2.1025714803e+03 2.2810000000e+03
3.6800000000e+02 7.7302627627e-08 4.8941925465e+02 1.6344129729e+03 2.1238322276e+03 2.2180000000e+03
3.6900000000e+02 6.2918534060e-08 4.7116438159e+02 1.4272750171e+03 1.8984393988e+03 2.1540000000e+03
3.7000000000e+02 5.7007305732e-08 4.7128135821e+02 1.5479991903e+03 2.0192805486e+03 2.3510000000e+03
3.7100000000e+02 4.6570075324e-08 4.6042960933e+02 1.6141931108e+03 2.0746227202e+03 2.2210000000e+03
3.7200000000e+02 3.7913990924e-08 4.4944422129e+02 1.6463985056e+03 2.0958427269e+03 2.1170000000e+03
3.7300000000e+02 3.0756178608e-08 4.3246671185e+02 1.4422039988e+03 1.8746707107e+03 2.0730000000e+03
3.7400000000e+02 2.4856201714e-08 4.2191355703e+02 1.5613562752e+03 1.9832698323e+03 2.1530000000e+03
3.7500000000e+02 2.2688545485e-08 4.2221738387e+02 1.6263129711e+03 2.0485303550e+03 2.4540000000e+03
3.7600000000e+02 1.8410397667e-08 4.1198840012e+02 1.6576791275e+03 2.0696675276e+03 2.1310000000e+03
3.7700000000e+02 1.4884626959e-08 3.9622953017e+02 1.4565061310e+03 1.8527356612e+03 2.1450000000e+03
3.7800000000e+02 1.1988372881e-08 3.8641901414e+02 1.5740255046e+03 1.9604445188e+03 2.1090000000e+03
3.7900000000e+02 9.6173699569e-09 3.7648868872e+02 1.6377205894e+03 2.0142092782e+03 2.0220000000e+03
3.8000000000e+02 8.8508151869e-09 3.7697153986e+02 1.6682382721e+03 2.0452098119e+03 2.3800000000e+03
3.8100000000e+02 7.1317051543e-09 3.6237220007e+02 1.4701600127e+03 1.8325322128e+03 2.1180000000e+03
3.8200000000e+02 5.7243885499e-09 3.5327049365e+02 1.5859883032e+03 1.9392587968e+03 2.1030000000e+03
3.8300000000e+02 4.5763299557e-09 3.4406615231e+02 1.6483992057e+03 1.9924653581e+03 2.0820000000e+03
3.8400000000e+02 3.6432419095e-09 3.3477676378e+02 1.6780602890e+03 2.0128370528e+03 2.0560000000e+03
3.8500000000e+02 3.3829587531e-09 3.3080856293e+02 1.4831451002e+03 1.8139536632e+03 2.2320000000e+03
3.8600000000e+02 2.7060725867e-09 3.2238146891e+02 1.5972270295e+03 1.9196084984e+03 2.0830000000e+03
3.8700000000e+02 2.1558251530e-09 3.1386708913e+02 1.6583330079e+03 1.9722000970e+03 2.0320000000e+03
3.8800000000e+02 1.7102100797e-09 3.0528159660e+02 1.6871304831e+03 1.9924120797e+03 2.0050000000e+03
3.8900000000e+02 1.3507613549e-09 2.9239642167e+02 1.4954417585e+03 1.7878381801e+03 1.9680000000e+03
3.9000000000e+02 1.2664538237e-09 2.9366119624e+02 1.6077250194e+03 1.9013862157e+03 2.1980000000e+03
3.9100000000e+02 1.0054097432e-09 2.8580076086e+02 1.6675071707e+03 1.9533079316e+03 2.0200000000e+03
3.9200000000e+02 7.9476403104e-10 2.7788153517e+02 1.6954351513e+03 1.9733166865e+03 2.0120000000e+03
3.9300000000e+02 6.2547046306e-10 2.6602298834e+02 1.5070313108e+03 1.7730542991e+03 1.9750000000e+03
3.9400000000e+02 4.8998862428e-10 2.5845961291e+02 1.6174666269e+03 1.8759262398e+03 1.9740000000e+03
3.9500000000e+02 4.6419895836e-10 2.5977342364e+02 1.6759078930e+03 1.9356813167e+03 2.1680000000e+03
3.9600000000e+02 3.6563895308e-10 2.5248318862e+02 1.7029616173e+03 1.9554448059e+03 1.9790000000e+03
3.9700000000e+02 2.8671780901e-10 2.4159029947e+02 1.5178960862e+03 1.7594863857e+03 1.9430000000e+03
3.9800000000e+02 2.2379396105e-10 2.3463846015e+02 1.6264372627e+03 1.8610757228e+03 1.9560000000e+03
3.9900000000e+02 1.7384831204e-10 2.2763953932e+02 1.6835224327e+03 1.9111619720e+03 1.8790000000e+03
4.0000000000e+02 1.6652922428e-10 2.2899126796e+02 1.7096982643e+03 1.9386895323e+03 2.1760000000e+03
4.0100000000e+02 1.3011294793e-10 2.1900447913e+02 1.5280194646e+03 1.7470239438e+03 2.0540000000e+03
4.0200000000e+02 1.0118663691e-10 2.1262722438e+02 1.6346234308e+03 1.8472506552e+03 1.8920000000e+03
4.0300000000e+02 7.8313410956e-11 2.0621198636e+02 1.6903391388e+03 1.8965511252e+03 1.9000000000e+03
4.0400000000e+02 6.0311561728e-11 1.9977174516e+02 1.7156345652e+03 1.9154063103e+03 1.9250000000e+03
4.0500000000e+02 5.8452442643e-11 1.9817079702e+02 1.5373859188e+03 1.7355567158e+03 2.1880000000e+03
4.0600000000e+02 4.5290672806e-11 1.9233205533e+02 1.6420127622e+03 1.8343448175e+03 1.9620000000e+03
4.0700000000e+02 3.4922661807e-11 1.8646323651e+02 1.6963474822e+03 1.8828107187e+03 2.0540000000e+03
4.0800000000e+02 2.6794163590e-11 1.8057611973e+02 1.7207611099e+03 1.9013372296e+03 1.8840000000e+03
4.0900000000e+02 2.0452712220e-11 1.7196938190e+02 1.5459810544e+03 1.7179504363e+03 1.8920000000e+03
4.1000000000e+02 2.0067976932e-11 1.7365911485e+02 1.6485940457e+03 1.8222531606e+03 2.0700000000e+03
4.1100000000e+02 1.5416384566e-11 1.6830057915e+02 1.7015380822e+03 1.8698386614e+03 1.9560000000e+03
4.1200000000e+02 1.1783623020e-11 1.6292945889e+02 1.7250696310e+03 1.8879990899e+03 1.8420000000e+03
4.1300000000e+02 8.9605948931e-12 1.5508908759e+02 1.5537916465e+03 1.7088807341e+03 1.8080000000e+03
4.1400000000e+02 6.7780613308e-12 1.4999877411e+02 1.6543572566e+03 1.8043560307e+03 1.8810000000e+03
4.1500000000e+02 6.7369017520e-12 1.5163206859e+02 1.7059027322e+03 1.8575348008e+03 2.0770000000e+03
4.1600000000e+02 5.1299724029e-12 1.4674115610e+02 1.7285530259e+03 1.8752941820e+03 1.8560000000e+03
4.1700000000e+02 3.8861147105e-12 1.3961236490e+02 1.5608056736e+03 1.7004180385e+03 1.8150000000e+03
4.1800000000e+02 2.9282726267e-12 1.3498394219e+02 1.6592935819e+03 1.7942775241e+03 1.7580000000e+03
4.1900000000e+02 2.1945852922e-12 1.3035081124e+02 1.7094344209e+03 1.8397852321e+03 1.8790000000e+03
4.2000000000e+02 2.2107892180e-12 1.3192200982e+02 1.7312053764e+03 1.8631273862e+03 2.0490000000e+03
4.2100000000e+02 1.6683449789e-12 1.2545241895e+02 1.5670123484e+03 1.6924647674e+03 1.7580000000e+03
4.2200000000e+02 1.2522889979e-12 1.2125202197e+02 1.6633954427e+03 1.7846474647e+03 1.8460000000e+03
4.2300000000e+02 9.3487600211e-13 1.1705036252e+02 1.7121273520e+03 1.8291777145e+03 1.7380000000e+03
4.2400000000e+02 6.9404538288e-13 1.1285632957e+02 1.7330219656e+03 1.8458782952e+03 1.8000000000e+03
4.2500000000e+02 7.0899998150e-13 1.1252439646e+02 1.5724021451e+03 1.6849265415e+03 2.0340000000e+03
4.2600000000e+02 5.3013122209e-13 1.0871972336e+02 1.6666565139e+03 1.7753762372e+03 1.8120000000e+03
4.2700000000e+02 3.9421865225e-13 1.0491660294e+02 1.7139769601e+03 1.8188935631e+03 1.8150000000e+03
4.2800000000e+02 2.9151569982e-13 1.0112300162e+02 1.7339992920e+03 1.8351222936e+03 1.8370000000e+03
4.2900000000e+02 2.1434519971e-13 9.5689627152e+01 1.5769668235e+03 1.6726564507e+03 1.7930000000e+03
4.3000000000e+02 2.2215019377e-13 9.7306116356e+01 1.6690717402e+03 1.7663778566e+03 2.0070000000e+03
4.3100000000e+02 1.6455107866e-13 9.3870275885e+01 1.7149799241e+03 1.8088502000e+03 1.8270000000e+03
4.3200000000e+02 1.2120277206e-13 9.0445374161e+01 1.7341350798e+03 1.8245804540e+03 1.7680000000e+03
4.3300000000e+02 8.8764420251e-14 8.5545034938e+01 1.5806994502e+03 1.6662444852e+03 1.7560000000e+03
4.3400000000e+02 6.4630963902e-14 8.2330428402e+01 1.6706373497e+03 1.7529677781e+03 1.8620000000e+03
4.3500000000e+02 6.7989762182e-14 8.3834807433e+01 1.7151341770e+03 1.7989689845e+03 1.9160000000e+03
4.3600000000e+02 4.9881391175e-14 8.0748623886e+01 1.7334282877e+03 1.8141769115e+03 1.8100000000e+03
4.3700000000e+02 3.6386128542e-14 7.6337272095e+01 1.5835944155e+03 1.6599316876e+03 1.7040000000e+03
4.3800000000e+02 2.6387407307e-14 7.3444560302e+01 1.6713508632e+03 1.7447954235e+03 1.7570000000e+03
4.3900000000e+02 1.9023163906e-14 7.0566666210e+01 1.7144389135e+03 1.7850055797e+03 1.6460000000e+03
4.4000000000e+02 2.0320709005e-14 7.1960844268e+01 1.7318791128e+03 1.8038399571e+03 1.8250000000e+03
4.4100000000e+02 1.4763981752e-14 6.7997091442e+01 1.5856474473e+03 1.6536445387e+03 1.7480000000e+03
4.4200000000e+02 1.0664000355e-14 6.5398943571e+01 1.6712111015e+03 1.7366100451e+03 1.6290000000e+03
4.4300000000e+02 7.6568662909e-15 6.2815746680e+01 1.7128945934e+03 1.7757103401e+03 1.6520000000e+03
4.4400000000e+02 5.4646343936e-15 6.0253071539e+01 1.7294889933e+03 1.7897420648e+03 1.7380000000e+03
4.4500000000e+02 5.9298108575e-15 6.0458295300e+01 1.5868556213e+03 1.6473139166e+03 1.8620000000e+03
4.4600000000e+02 4.2658928949e-15 5.8129107969e+01 1.6702181882e+03 1.7283472962e+03 1.7440000000e+03
4.4700000000e+02 3.0505812470e-15 5.5814783216e+01 1.7105029426e+03 1.7663177258e+03 1.6180000000e+03
4.4800000000e+02 2.1683243147e-15 5.3520254090e+01 1.7262606063e+03 1.7797808604e+03 1.6350000000e+03
4.4900000000e+02 1.5317984280e-15 5.0283114555e+01 1.5872173675e+03 1.6375004820e+03 1.6530000000e+03
4.5000000000e+02 1.6891380681e-15 5.1573713414e+01 1.6683735504e+03 1.7199472638e+03 1.8340000000e+03
4.5100000000e+02 1.2030299521e-15 4.9504164891e+01 1.7072669506e+03 1.7567711155e+03 1.6040000000e+03
4.5200000000e+02 8.5162176582e-16 4.7453568907e+01 1.7221978640e+03 1.7696514329e+03 1.6250000000e+03
4.5300000000e+02 5.9916084292e-16 4.4562430875e+01 1.5867324734e+03 1.6312949043e+03 1.6530000000e+03
4.5400000000e+02 4.1892597906e-16 4.2660030950e+01 1.6656799148e+03 1.7083399457e+03 1.5520000000e+03
4.5500000000e+02 4.6960390752e-16 4.3827430266e+01 1.7031908651e+03 1.7470182953e+03 1.7830000000e+03
4.5600000000e+02 3.3107608040e-16 4.1998262603e+01 1.7173059059e+03 1.7593041685e+03 1.6300000000e+03
4.5700000000e+02 2.3197492419e-16 3.9420927541e+01 1.5854020831e+03 1.6248230106e+03 1.6630000000e+03
4.5800000000e+02 1.6152608202e-16 3.7726126999e+01 1.6621413017e+03 1.6998674287e+03 1.6230000000e+03
4.5900000000e+02 1.1176447943e-16 3.6051084125e+01 1.6982801830e+03 1.7343312672e+03 1.5910000000e+03
4.6000000000e+02 1.2739916053e-16 3.7102698053e+01 1.7115910883e+03 1.7486937864e+03 1.7150000000e+03
4.6100000000e+02 8.8898347941e-17 3.4809361653e+01 1.5832286929e+03 1.6180380546e+03 1.5960000000e+03
